"FK Name","Parent table","Parent field","Parent column_id","Referenced table","Referenced field","Referenced column_id","term_category"
"FK_CatalogItemArt_CollectorId_To_DictionaryItem","CatalogItemArt","CollectorId","16","DictionaryItem","Id","1","name"
"FK_CatalogItemArtAccessories_CatalogItemId_To_CatalogItemArt","CatalogItemArtAccessories","CatalogItemId","1","CatalogItemArt","CatalogItemId","1",
"FK_CatalogItemArtAccessories_DictionaryItemId","CatalogItemArtAccessories","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemArtMaterial_CatalogItemId_To_CatalogItemArt","CatalogItemArtMaterial","CatalogItemId","1","CatalogItemArt","CatalogItemId","1",
"FK_CatalogItemArtMaterial_DictionaryItemId","CatalogItemArtMaterial","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemArtMedium_CatalogItemId_To_CatalogItemArt","CatalogItemArtMedium","CatalogItemId","1","CatalogItemArt","CatalogItemId","1",
"FK_CatalogItemArtMedium_DictionaryItemId","CatalogItemArtMedium","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemArtTechnique_CatalogItemId_To_CatalogItemArt","CatalogItemArtTechnique","CatalogItemId","1","CatalogItemArt","CatalogItemId","1",
"FK_CatalogItemArtTechnique_DictionaryItemId","CatalogItemArtTechnique","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemAttachment_CatalogItemId_To_CatalogItem","CatalogItemAttachment","CatalogItemId","2","CatalogItem","Id","1",
"FK_CatalogItemAttachment_Attachment","CatalogItemAttachment","AttachmentId","3","Attachment","Id","1",
"FK_CatalogItemClassification_CatalogItemId_To_CatalogItem","CatalogItemClassification","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemClassification_DictionaryItemId","CatalogItemClassification","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemCondition_CatalogItem","CatalogItemCondition","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemCondition_ConditionId_To_DictionaryItem","CatalogItemCondition","ConditionId","2","DictionaryItem","Id","1",
"FK_CatalogItemCondition_DisplayValueId_To_DictionaryItem","CatalogItemCondition","DisplayValueId","7","DictionaryItem","Id","1",
"FK_CatalogItemCustomField_CatalogItem","CatalogItemCustomField","CatalogItemId","2","CatalogItem","Id","1",
"FK_CatalogItemCustomField_FieldMetadata","CatalogItemCustomField","FieldMetadataId","3","FieldMetadata","Id","1",
"FK_CatalogItemDimensions_CatalogItemId_To_CatalogItem","CatalogItemDimensions","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemGeology_CatalogItemId_To_CatalogItem","CatalogItemGeology","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemGeology_To_Site","CatalogItemGeology","SiteId","4","Site","Id","1","place"
"FK_CatalogItemGeology_RockTypeId_To_DictionaryItem","CatalogItemGeology","RockTypeId","16","DictionaryItem","Id","1",
"FK_CatalogItemGeology_HardnessId_To_DictionaryItem","CatalogItemGeology","HardnessId","17","DictionaryItem","Id","1",
"FK_CatalogItemGeology_LusterId_To_DictionaryItem","CatalogItemGeology","LusterId","18","DictionaryItem","Id","1",
"FK_CatalogItemGeology_CrystalSystemId_To_DictionaryItem","CatalogItemGeology","CrystalSystemId","19","DictionaryItem","Id","1",
"FK_CatalogItemGeology_OriginId_To_DictionaryItem","CatalogItemGeology","OriginId","20","DictionaryItem","Id","1",
"FK_CatalogItemGeology_FossilsId_To_DictionaryItem","CatalogItemGeology","FossilsId","21","DictionaryItem","Id","1",
"FK_CatalogItemGeology_GrainSizeId_To_DictionaryItem","CatalogItemGeology","GrainSizeId","22","DictionaryItem","Id","1",
"FK_CatalogItemGeology_PressureId_To_DictionaryItem","CatalogItemGeology","PressureId","23","DictionaryItem","Id","1",
"FK_CatalogItemGeology_ClassificationId_To_DictionaryItem","CatalogItemGeology","ClassificationId","24","DictionaryItem","Id","1",
"FK_CatalogItemGeology_TemperatureId_To_DictionaryItem","CatalogItemGeology","TemperatureId","25","DictionaryItem","Id","1",
"FK_CatalogItemGeology_ColorId_To_DictionaryItem","CatalogItemGeology","ColorId","26","DictionaryItem","Id","1",
"FK_CatalogItemGeology_SurfaceProcessId_To_DictionaryItem","CatalogItemGeology","SurfaceProcessId","27","DictionaryItem","Id","1",
"FK_CatalogItemGeology_CollectorId_To_DictionaryItem","CatalogItemGeology","CollectorId","28","DictionaryItem","Id","1","name"
"FK_CatalogItemGeology_IdentifiedById_To_DictionaryItem","CatalogItemGeology","IdentifiedById","29","DictionaryItem","Id","1","name"
"FK_CatalogItemHistory_CatalogItemId_To_CatalogItem","CatalogItemHistory","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemHistory_CreatorId_To_Person","CatalogItemHistory","CreatorId","3","Person","Id","1","name"
"FK_CatalogItemHistory_CreatorRoleId_To_DictionaryItem","CatalogItemHistory","CreatorRoleId","4","DictionaryItem","Id","1",
"FK_CatalogItemHistory_EventId_To_DictionaryItem","CatalogItemHistory","EventId","5","DictionaryItem","Id","1",
"FK_CatalogItemHistory_UsageId_To_DictionaryItem","CatalogItemHistory","UsageId","6","DictionaryItem","Id","1","name"
"FK_CatalogItemHistory_OwnerId_To_DictionaryItem","CatalogItemHistory","OwnerId","7","DictionaryItem","Id","1","name"
"FK_CatalogItemHistory_MadeId_To_DictionaryItem","CatalogItemHistory","MadeId","8","DictionaryItem","Id","1","name"
"FK_CatalogItemHistory_CollectorId_To_DictionaryItem","CatalogItemHistory","CollectorId","9","DictionaryItem","Id","1","name"
"FK_CatalogItemHistoryMaterial_CatalogItemId_To_CatalogItemHistory","CatalogItemHistoryMaterial","CatalogItemId","1","CatalogItemHistory","CatalogItemId","1",
"FK_CatalogItemHistoryMaterial_DictionaryItemId","CatalogItemHistoryMaterial","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemHistoryOrigin_CatalogItemId_To_CatalogItemHistory","CatalogItemHistoryOrigin","CatalogItemId","1","CatalogItemHistory","CatalogItemId","1",
"FK_CatalogItemHistoryOrigin_DictionaryItemId","CatalogItemHistoryOrigin","DictionaryItemId","2","DictionaryItem","Id","1","place"
"FK_CatalogItemHistoryPlaceFound_CatalogItemId_To_CatalogItemHistory","CatalogItemHistoryPlaceFound","CatalogItemId","1","CatalogItemHistory","CatalogItemId","1",
"FK_CatalogItemHistoryPlaceFound_DictionaryItemId","CatalogItemHistoryPlaceFound","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemImages_CatalogItemId_To_CatalogItem","CatalogItemImage","CatalogItemId","2","CatalogItem","Id","1",
"FK_CatalogItemImages_ImageId","CatalogItemImage","ImageId","3","ImageObject","Id","1",
"FK_CatalogItemInscription_CatalogItemId_To_CatalogItem","CatalogItemInscription","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemInscription_Type","CatalogItemInscription","TypeId","2","DictionaryItem","Id","1",
"FK_CatalogItemInscription_Technique","CatalogItemInscription","TechniqueId","3","DictionaryItem","Id","1",
"FK_CatalogItemInscription_Language","CatalogItemInscription","LanguageId","4","DictionaryItem","Id","1",
"FK_CatalogItemInsurance_CatalogItemId_To_CatalogItem","CatalogItemInsurance","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemLexicon_CatalogItemId_To_CatalogItem","CatalogItemLexicon","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemLexicon_ItemName2Id_To_LexiconItem","CatalogItemLexicon","ItemName2Id","2","LexiconItem","Id","1",
"FK_CatalogItemLexicon_ItemName3Id_To_LexiconItem","CatalogItemLexicon","ItemName3Id","3","LexiconItem","Id","1",
"FK_CatalogItemLibrary_CatalogItemId_To_CatalogItem","CatalogItemLibrary","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemLibrary_AuthorId_To_DictionaryItem","CatalogItemLibrary","AuthorId","2","DictionaryItem","Id","1","name"
"FK_CatalogItemLibrary_To_Site","CatalogItemLibrary","SiteId","3","Site","Id","1","place"
"FK_CatalogItemLibrary_PublisherId_To_DictionaryItem","CatalogItemLibrary","PublisherId","4","DictionaryItem","Id","1","name"
"FK_CatalogItemLibrary_PublishedPlaceId_To_DictionaryItem","CatalogItemLibrary","PublishedPlaceId","5","DictionaryItem","Id","1","place"
"FK_CatalogItemLibrary_SeriesId_To_DictionaryItem","CatalogItemLibrary","SeriesId","6","DictionaryItem","Id","1",
"FK_CatalogItemLibrary_LanguageId_To_DictionaryItem","CatalogItemLibrary","LanguageId","7","DictionaryItem","Id","1","language"
"FK_CatalogItemLibrary_EventId_To_DictionaryItem","CatalogItemLibrary","EventId","8","DictionaryItem","Id","1",
"FK_CatalogItemLocation_CatalogItemId_To_CatalogItem","CatalogItemLocation","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemLocation_DataSetId_To_DictionaryItem","CatalogItemLocation","DataSetId","2","DictionaryItem","Id","1",
"FK_CatalogItemLocation_HomeLocationId_To_Location","CatalogItemLocation","HomeLocationId","3","Location","Id","1","location"
"FK_CatalogItemLocation_TempLocationId_To_Location","CatalogItemLocation","TempLocationId","4","Location","Id","1","location"
"FK_CatalogItemLocation_InventoriedById_To_DictionaryItem","CatalogItemLocation","InventoriedById","9","DictionaryItem","Id","1","name"
"FK_CatalogItemMap_CatalogItemId_To_CatalogItem","CatalogItemMap","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemMap_PublisherIdId","CatalogItemMap","PublisherId","2","DictionaryItem","Id","1","name"
"FK_CatalogItemMap_PublishedPlaceId","CatalogItemMap","PublishedPlaceId","3","DictionaryItem","Id","1","place"
"FK_CatalogItemMap_LanguageId","CatalogItemMap","LanguageId","4","DictionaryItem","Id","1","language"
"FK_CatalogItemMapMedium_CatalogItemId","CatalogItemMapMedium","CatalogItemId","1","CatalogItemMap","CatalogItemId","1",
"FK_CatalogItemMapMedium_DictionaryItemId","CatalogItemMapMedium","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemMultilevelLinking_CatalogItemId_To_CatalogItem","CatalogItemMultilevelLinking","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemMultilevelLinking_DataSetId_To_DictionaryItem","CatalogItemMultilevelLinking","LevelId","3","DictionaryItem","Id","1",
"FK_CatalogItemMusic_CatalogItemId_To_CatalogItem","CatalogItemMusic","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemMusic_PrimaryArtistId_To_Person","CatalogItemMusic","PrimaryArtistId","6","Person","Id","1","name"
"FK_CatalogItemMusic_GenreId_To_DictionaryItem","CatalogItemMusic","GenreId","7","DictionaryItem","Id","1",
"FK_CatalogItemMusic_RecordingMediaId_To_DictionaryItem","CatalogItemMusic","RecordingMediaId","8","DictionaryItem","Id","1",
"FK_CatalogItemMusic_InstrumentId_To_DictionaryItem","CatalogItemMusic","InstrumentId","9","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_CatalogItemId_To_CatalogItem","CatalogItemNaturalHistory","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemNaturalHistory_To_Site","CatalogItemNaturalHistory","SiteId","6","Site","Id","1","place"
"FK_CatalogItemNaturalHistory_HabitatId_To_DictionaryItem","CatalogItemNaturalHistory","HabitatId","8","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_SexId_To_DictionaryItem","CatalogItemNaturalHistory","SexId","9","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_EraId_To_DictionaryItem","CatalogItemNaturalHistory","EraId","10","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_EpochId_To_DictionaryItem","CatalogItemNaturalHistory","EpochId","11","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_PeriodId_To_DictionaryItem","CatalogItemNaturalHistory","PeriodId","12","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_StageId_To_DictionaryItem","CatalogItemNaturalHistory","StageId","13","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_KingdomId_To_DictionaryItem","CatalogItemNaturalHistory","KingdomId","14","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_SubfamilyId_To_DictionaryItem","CatalogItemNaturalHistory","SubfamilyId","15","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_PhylumId_To_DictionaryItem","CatalogItemNaturalHistory","PhylumId","16","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_GenusId_To_DictionaryItem","CatalogItemNaturalHistory","GenusId","17","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_ClassId_To_DictionaryItem","CatalogItemNaturalHistory","ClassId","18","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_SpeciesId_To_DictionaryItem","CatalogItemNaturalHistory","SpeciesId","19","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_OrderId_To_DictionaryItem","CatalogItemNaturalHistory","OrderId","20","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_SubspeciesId_To_DictionaryItem","CatalogItemNaturalHistory","SubspeciesId","21","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_FamilyId_To_DictionaryItem","CatalogItemNaturalHistory","FamilyId","22","DictionaryItem","Id","1",
"FK_CatalogItemNaturalHistory_CollectorId_To_DictionaryItem","CatalogItemNaturalHistory","CollectorId","23","DictionaryItem","Id","1","name"
"FK_CatalogItemNaturalHistory_PreparedById_To_DictionaryItem","CatalogItemNaturalHistory","PreparedById","24","DictionaryItem","Id","1","name"
"FK_CatalogItemNaturalHistory_IdentifiedById_To_DictionaryItem","CatalogItemNaturalHistory","IdentifiedById","25","DictionaryItem","Id","1","name"
"FK_CatalogItemNaturalHistorySkeletal_CatalogItemId_To_CINaturalHistory","CatalogItemNaturalHistorySkeletal","CatalogItemId","1","CatalogItemNaturalHistory","CatalogItemId","1",
"FK_CatalogItemNaturalHistorySkeletal_DictionaryItemId","CatalogItemNaturalHistorySkeletal","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemNotesAndLegal_CatalogItemId_To_CatalogItem","CatalogItemNotesAndLegal","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemPeople_CatalogItemId_To_CatalogItem","CatalogItemPeople","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemPeople_PersonId_To_Person","CatalogItemPeople","PersonId","2","Person","Id","1","name"
"FK_CatalogItemPhoto_CatalogItemId_To_CatalogItem","CatalogItemPhoto","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemPhoto_PhotographerId","CatalogItemPhoto","PhotographerId","2","Person","Id","1","name"
"FK_CatalogItemPhoto_StudioId","CatalogItemPhoto","StudioId","3","DictionaryItem","Id","1",
"FK_CatalogItemPhoto_ProcessingMethodId","CatalogItemPhoto","ProcessingMethodId","4","DictionaryItem","Id","1",
"FK_CatalogItemPhoto_PrintSizeId","CatalogItemPhoto","PrintSizeId","5","DictionaryItem","Id","1",
"FK_CatalogItemPhoto_FilmSizeId","CatalogItemPhoto","FilmSizeId","6","DictionaryItem","Id","1",
"FK_CatalogItemPhoto_OriginalCopyId","CatalogItemPhoto","OriginalCopyId","7","DictionaryItem","Id","1",
"FK_CatalogItemPhoto_To_Site","CatalogItemPhoto","SiteId","11","Site","Id","1","place"
"FK_CatalogItemPhoto_EventId","CatalogItemPhoto","EventId","15","DictionaryItem","Id","1",
"FK_CatalogItemPhoto_NegativeLocationId_To_DictionaryItem","CatalogItemPhoto","NegativeLocationId","16","DictionaryItem","Id","1",
"FK_CatalogItemPhotoMedium_CatalogItemId","CatalogItemPhotoMedium","CatalogItemId","1","CatalogItemPhoto","CatalogItemId","1",
"FK_CatalogItemPhotoMedium_DictionaryItemId","CatalogItemPhotoMedium","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemPhotoPlace_CatalogItemId","CatalogItemPhotoPlace","CatalogItemId","1","CatalogItemPhoto","CatalogItemId","1",
"FK_CatalogItemPhotoPlace_DictionaryItemId","CatalogItemPhotoPlace","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemRelation_CatalogItemId_To_CatalogItem","CatalogItemRelation","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemRepatriation_CatalogItemId_To_CatalogItem","CatalogItemRepatriation","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemRepatriation_Type","CatalogItemRepatriation","TypeId","2","DictionaryItem","Id","1",
"FK_CatalogItemRepatriation_AuthorizedByUserId","CatalogItemRepatriation","AuthorizedByUserId","9","DictionaryItem","Id","1",
"FK_CatalogItemSource_To_CatalogItem","CatalogItemSource","Id","1","CatalogItem","Id","1",
"FK_CatalogItemSource_To_Dictionary","CatalogItemSource","ReceivedAsId","5","DictionaryItem","Id","1",
"FK_CatalogItemSubjects_CatalogItemId_To_CatalogItem","CatalogItemSubjects","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemSubjects_SubjectId","CatalogItemSubjects","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemTags_CatalogItemId_To_CatalogItem","CatalogItemTags","CatalogItemId","1","CatalogItem","Id","1",
"FK_CatalogItemTags_TagId","CatalogItemTags","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CatalogItemUrl_CatalogItemId_To_CatalogItem","CatalogItemUrl","CatalogItemId","2","CatalogItem","Id","1",
"FK_CatalogItemUrl_UrlId","CatalogItemUrl","UrlId","3","Url","Id","1",
"FK_CatalogList_ListCategoryId_To_DictionaryItem","CatalogList","ListCategoryId","4","DictionaryItem","Id","1",
"FK_CatalogList_ListManagerId_To_User","CatalogList","ListManagerId","5","User","UserId","1",
"FK_CatalogListRecords_CatalogListId_To_CatalogList","CatalogListRecords","CatalogListId","2","CatalogList","Id","1",
"FK_CatalogListRecords_CatalogItemId_To_CatalogItem","CatalogListRecords","CatalogItemId","3","CatalogItem","Id","1",
"FK_Classification_To_Category","Classification","CategoryId","3","Category","Id","1",
"FK_ColumnMetadataRestriction_To_ColumnMetadata","ColumnMetadataRestriction","MetadataId","2","ColumnMetadata","Id","1",
"FK_ConditionReport_CatalogItem","ConditionReport","CatalogItemId","2","CatalogItemCondition","CatalogItemId","1",
"FK_ConditionReport_ConditionId_To_DictionaryItem","ConditionReport","ConditionId","4","DictionaryItem","Id","1",
"FK_ConditionReport_ReportTypeId_To_DictionaryItem","ConditionReport","ReportTypeId","5","DictionaryItem","Id","1",
"FK_ConditionReport_ConservatorId_To_DictionaryItem","ConditionReport","ConservatorId","6","DictionaryItem","Id","1",
"FK_ConditionReport_CreatedByUserId_To_DictionaryItem","ConditionReport","CreatedByUserId","14","DictionaryItem","Id","1",
"FK_ConditionReportCleanlinessState_ReportId_To_ConditionReport","ConditionReportCleanlinessState","ReportId","1","ConditionReport","Id","1",
"FK_ConditionReportCleanlinessState_DictionaryItemId","ConditionReportCleanlinessState","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_ConditionReportImage_To_ConditionReport","ConditionReportImage","ConditionReportId","2","ConditionReport","Id","1",
"FK_ConditionReportImage_To_Image","ConditionReportImage","ImageId","3","ImageObject","Id","1",
"FK_ConditionReportMaterialsCondition_ReportId_To_ConditionReport","ConditionReportMaterialsCondition","ReportId","1","ConditionReport","Id","1",
"FK_ConditionReportMaterialsCondition_DictionaryItemId","ConditionReportMaterialsCondition","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_ConditionReportPartsCondition_ReportId_To_ConditionReport","ConditionReportPartsCondition","ReportId","1","ConditionReport","Id","1",
"FK_ConditionReportPartsCondition_DictionaryItemId","ConditionReportPartsCondition","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_ConditionReportStructureCondition_ReportId_To_ConditionReport","ConditionReportStructureCondition","ReportId","1","ConditionReport","Id","1",
"FK_ConditionReportStructureCondition_DictionaryItemId","ConditionReportStructureCondition","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_ConditionReportSurfaceCondition_ReportId_To_ConditionReport","ConditionReportSurfaceCondition","ReportId","1","ConditionReport","Id","1",
"FK_ConditionReportSurfaceCondition_DictionaryItemId","ConditionReportSurfaceCondition","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_Contact_GroupId_To_DictionaryItem","Contact","GroupId","5","DictionaryItem","Id","1",
"FK_Contact_To_Spouse","Contact","SpouseId","6","Contact","Id","1",
"FK_Contact_To_Membership","Contact","MembershipId","19","Membership","Id","1",
"FK_Contact_CreatedByUserId","Contact","CreatedByUserId","28","User","UserId","1",
"FK_Contact_LastModifiedByUserId","Contact","LastModifiedByUserId","29","User","UserId","1",
"FK_Contact_FlagId","Contact","FlagId","30","Flag","Id","1",
"FK_ContactActivities_ContactId_To_Contact","ContactActivities","ContactId","1","Contact","Id","1",
"FK_ContactActivitiesPrograms_ContactId_To_ContactActivities","ContactActivitiesPrograms","ContactId","1","ContactActivities","ContactId","1",
"FK_ContactActivitiesPrograms_DictionaryItemId","ContactActivitiesPrograms","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_ContactAddressAndPhoneNumbers_ContactId_To_Contact","ContactAddressAndPhoneNumbers","ContactId","1","Contact","Id","1",
"FK_ContactAddressAndPhoneNumbers_CountryId_To_Dictionary","ContactAddressAndPhoneNumbers","CountryId","19","DictionaryItem","Id","1",
"FK_ContactAddressAndPhoneNumbers_SecondaryCountryId_To_Dictionary","ContactAddressAndPhoneNumbers","SecondaryCountryId","27","DictionaryItem","Id","1",
"FK_ContactAttachments_To_Contact","ContactAttachments","ContactId","2","Contact","Id","1",
"FK_ContactAttachments_To_Attachment","ContactAttachments","AttachmentId","3","Attachment","Id","1",
"FK_ContactBiographicalInfo_ContactId_To_Contact","ContactBiographicalInfo","ContactId","1","Contact","Id","1",
"FK_ContactBiographicalInfo_SexId_To_DictionaryItem","ContactBiographicalInfo","SexId","3","DictionaryItem","Id","1",
"FK_ContactBiographicalInfo_MaritalStatusId_To_DictionaryItem","ContactBiographicalInfo","MaritalStatusId","17","DictionaryItem","Id","1",
"FK_ContactCustomField_Contact","ContactCustomField","ContactId","2","Contact","Id","1",
"FK_ContactCustomField_FieldMetadata","ContactCustomField","FieldMetadataId","3","FieldMetadata","Id","1",
"FK_ContactDocuments_To_Contact","ContactDocuments","ContactId","2","Contact","Id","1",
"FK_ContactDocuments_To_Document","ContactDocuments","DocumentId","3","Document","Id","1",
"FK_ContactImage_To_Contact","ContactImage","ContactId","2","Contact","Id","1",
"FK_ContactImage_To_Image","ContactImage","ImageId","3","ImageObject","Id","1",
"FK_ContactInKindGiftDocuments_To_InKindGift","ContactInKindGiftDocuments","InKindGiftId","2","InKindGift","Id","1",
"FK_ContactInKindGiftDocuments_To_Document","ContactInKindGiftDocuments","DocumentId","3","Document","Id","1",
"FK_ContactList_ListCategoryId_To_DictionaryItem","ContactList","ListCategoryId","4","DictionaryItem","Id","1",
"FK_ContactList_ListManagerId_To_User","ContactList","ListManagerId","5","User","UserId","1",
"FK_ContactListRecords_ContactListId_To_ContactList","ContactListRecords","ContactListId","2","ContactList","Id","1",
"FK_ContactListRecords_ContactId_To_Contact","ContactListRecords","ContactId","3","Contact","Id","1",
"FK_ContactMailLog_To_MailLog","ContactMailLog","MailLogId","2","MailLog","Id","1",
"FK_ContactMailLog_To_Contact","ContactMailLog","ContactId","3","Contact","Id","1",
"FK_ContactPaymentDocuments_To_MembershipDuesPayment","ContactPaymentDocuments","MembershipDuesPaymentId","2","MembershipDuesPayment","Id","1",
"FK_ContactPaymentDocuments_To_Document","ContactPaymentDocuments","DocumentId","3","Document","Id","1",
"FK_ContactPledgePaymentScheduleDocuments_To_PledgePaymentScheduleItem","ContactPledgePaymentScheduleDocuments","PledgePaymentScheduleItemId","2","PledgePaymentScheduleItem","Id","1",
"FK_ContactPledgePaymentScheduleDocuments_To_Document","ContactPledgePaymentScheduleDocuments","DocumentId","3","Document","Id","1",
"FK_ContactPledgesDocuments_To_Pledge","ContactPledgesDocuments","PledgeId","2","Pledge","Id","1",
"FK_ContactPledgesDocuments_To_Document","ContactPledgesDocuments","DocumentId","3","Document","Id","1",
"FK_ContactPledgesInformation_ContactId_To_Contact","ContactPledgesInformation","Id","1","Contact","Id","1",
"FK_ContactPledgesInformation_ProspectRatingId_To_DictionaryItem","ContactPledgesInformation","ProspectRatingId","2","DictionaryItem","Id","1",
"FK_ContactPledgesInformation_IncomeLevelId_To_DictionaryItem","ContactPledgesInformation","IncomeLevelId","3","DictionaryItem","Id","1",
"FK_ContactPledgesInformation_FollowUpTypeId_To_DictionaryItem","ContactPledgesInformation","FollowUpTypeId","4","DictionaryItem","Id","1",
"FK_ContactPledgesInformation_OriginalSolicitorId_To_DictionaryItem","ContactPledgesInformation","OriginalSolicitorId","6","DictionaryItem","Id","1",
"FK_ContactPledgesInformation_CurrentSolicitorId_To_DictionaryItem","ContactPledgesInformation","CurrentSolicitorId","7","DictionaryItem","Id","1",
"FK_ContactUrls_To_Contact","ContactUrls","ContactId","2","Contact","Id","1",
"FK_ContactUrls_To_Url","ContactUrls","UrlId","3","Url","Id","1",
"FK_ContactVolunteerActivity_ContactVolunteerInfoId_To_ContactVolunteerInfo","ContactVolunteerActivity","ContactVolunteerInfoId","2","ContactVolunteerInfo","ContactId","1",
"FK_ContactVolunteerActivity_ActivityId_To_DictionaryItem","ContactVolunteerActivity","ActivityId","5","DictionaryItem","Id","1",
"FK_ContactVolunteerActivity_LocationId_To_DictionaryItem","ContactVolunteerActivity","LocationId","6","DictionaryItem","Id","1",
"FK_ContactVolunteerActivity_To_VolunteerProject","ContactVolunteerActivity","ProjectId","8","VolunteerProject","Id","1",
"FK_ContactVolunteerInfo_ContactId_To_Contact","ContactVolunteerInfo","ContactId","1","Contact","Id","1",
"FK_ContactVolunteerInfo_VolunteerStatusId_To_DictionaryItem","ContactVolunteerInfo","VolunteerStatusId","2","DictionaryItem","Id","1",
"FK_ContactVolunteerInfoWorkPreferences_ContactVolunteerInfoId_To_ContactVolunteerInfo","ContactVolunteerInfoWorkPreferences","ContactVolunteerInfoId","1","ContactVolunteerInfo","ContactId","1",
"FK_ContactVolunteerInfoWorkPreferences_WorkPreferenceId","ContactVolunteerInfoWorkPreferences","DictionaryItemId","2","DictionaryItem","Id","1",
"FK_CsvExportSettingsCustomField_To_CsvExportSettings","CsvExportSettingsCustomField","SettingsId","2","CsvExportSettings","Id","1",
"FK_CsvExportSettingsCustomField_To_FieldMetadata","CsvExportSettingsCustomField","FieldMetadataId","3","FieldMetadata","Id","1",
"FK_CsvExportSettingsField_To_CsvExportSettings","CsvExportSettingsField","SettingsId","2","CsvExportSettings","Id","1",
"FK_CsvExportSettingsField_To_ColumnMetadataId","CsvExportSettingsField","ColumnMetadataId","3","ColumnMetadata","Id","1",
"FK_DataView_OwnerId_To_User","DataView","OwnerId","5","User","UserId","1",
"FK_DataViewColumn_DataViewId_To_DataView","DataViewColumn","DataViewId","2","DataView","Id","1",
"FK_DataViewColumn_MetadataId_To_FilterMetadata","DataViewColumn","MetadataId","3","ColumnMetadata","Id","1",
"FK_DataViewCustomColumn_DataViewId_To_DataView","DataViewCustomColumn","DataViewId","2","DataView","Id","1",
"FK_DataViewCustomColumn_MetadataId_To_FieldMetadata","DataViewCustomColumn","MetadataId","3","FieldMetadata","Id","1",
"FK_DataViewCustomFilter_DataViewId_To_DataView","DataViewCustomFilter","DataViewId","2","DataView","Id","1",
"FK_DataViewCustomFilter_MetadataId_To_FieldMetadata","DataViewCustomFilter","MetadataId","3","FieldMetadata","Id","1",
"FK_DataViewFilter_DataViewId_To_DataView","DataViewFilter","DataViewId","2","DataView","Id","1",
"FK_DataViewFilter_MetadataId_To_FilterMetadata","DataViewFilter","MetadataId","3","FilterMetadata","Id","1",
"FK_DocumentImage_FileObjectId_To_FileObject","DocumentImage","FileObjectId","1","FileObject","Id","1",
